Scheme Code;Scheme Name;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Repurchase Price;Sale Price;Date
101592;Aditya Birla Sun Life MIDCAP Fund-Growth;INF209K01363;;710.62;;;01-Apr-2026

Bank of India Mutual Fund
153728;Bank of India Mid Cap Fund - Direct Plan Growth;INF761K01GY4;;9.14;;;01-Apr-2026
153729;Bank of India Mid Cap Fund - Direct Plan IDCW;INF761K01GZ1;INF761K01HA2;9.14;;;01-Apr-2026
153726;Bank of India Mid Cap Fund - Regular Plan Growth;INF761K01HB0;;9.08;;;01-Apr-2026
153727;Bank of India Mid Cap Fund - Regular Plan IDCW;INF761K01HC8;INF761K01HD6;9.08;;;01-Apr-2026

Canara Robeco Mutual Fund
150817;Canara Robeco Mid Cap Fund- Direct Plan- Growth Option;INF760K01KI1;;16.3700;;;01-Apr-2026
150818;Canara Robeco Mid Cap Fund- Direct Plan- IDCW;INF760K01KK7;INF760K01KJ9;15.0700;;;01-Apr-2026
150816;Canara Robeco Mid Cap Fund- Regular Plan- Growth Option;INF760K01KL5;;15.6300;;;01-Apr-2026
150819;Canara Robeco Mid Cap Fund- Regular Plan- IDCW;INF760K01KN1;INF760K01KM3;14.3700;;;01-Apr-2026

Helios Mutual Fund
153326;Helios Mid Cap Fund - Direct Plan - Growth Option;INF0R8701327;;11.28;;;01-Apr-2026
153324;Helios Mid Cap Fund - Direct Plan - IDCW Option;INF0R8701335;INF0R8701343;11.28;;;01-Apr-2026
153327;Helios Mid Cap Fund - Regular Plan - Growth Plan;INF0R8701293;;11.10;;;01-Apr-2026
153325;Helios Mid Cap Fund - Regular Plan - IDCW Option;INF0R8701301;INF0R8701319;11.10;;;01-Apr-2026

HSBC Mutual Fund
151036;HSBC Midcap Fund - Direct Growth;INF917K01FZ1;;424.0331;;;01-Apr-2026
151035;HSBC Midcap Fund - Direct IDCW;INF917K01E78;INF917K01FX6;80.9314;;;01-Apr-2026
151034;HSBC Midcap Fund - Regular Growth;INF917K01254;;372.4091;;;01-Apr-2026
151033;HSBC Midcap Fund - Regular IDCW;INF917K01239;INF917K01247;69.9097;;;01-Apr-2026

JM Financial Mutual Fund
150815;JM Midcap Fund (Direct) - Growth;INF192K01MV6;;18.0648;;;01-Apr-2026
150814;JM Midcap Fund (Direct) - IDCW;INF192K01MW4;INF192K01MX2;18.0647;;;01-Apr-2026
150812;JM Midcap Fund (Regular) - Growth;INF192K01MS2;;17.036;;;01-Apr-2026
150813;JM Midcap Fund (Regular) - IDCW;INF192K01MT0;INF192K01MU8;17.036;;;01-Apr-2026

Kotak Mahindra Mutual Fund
119774;Kotak Midcap Fund  - Direct Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option;INF174K01LU8;INF174K01LV6;86.41;;;01-Apr-2026
119775;Kotak Midcap Fund - Direct Plan - Growth;INF174K01LT0;;145.035;;;01-Apr-2026
104908;Kotak Midcap Fund - Regular Plan - Growth;INF174K01DS9;;124.408;;;01-Apr-2026
104907;Kotak Midcap Fund - Regular Plan - IDCW -Payout & Re-investment of Income Distribution cum capital withdrawal option;INF174K01DU5;INF174K01DT7;68.328;;;01-Apr-2026

Mahindra Manulife Mutual Fund
142108;Mahindra Manulife Mid Cap Fund - Direct Plan - IDCW;INF174V01523;INF174V01515;27.2057;;;01-Apr-2026
142110;Mahindra Manulife Mid Cap Fund - Direct Plan -Growth;INF174V01507;;35.8571;;;01-Apr-2026
142109;Mahindra Manulife Mid Cap Fund - Regular Plan - Growth;INF174V01473;;31.3786;;;01-Apr-2026
142107;Mahindra Manulife Mid Cap Fund- Regular Plan - IDCW;INF174V01499;INF174V01481;23.0367;;;01-Apr-2026

Nippon India Mutual Fund
118666;NIPPON INDIA GROWTH MID CAP FUND - DIRECT Plan - IDCW Option;INF204K01E39;INF204K01E47;166.3625;;;01-Apr-2026
118665;Nippon India Growth Mid Cap Fund - Direct Plan Growth Plan - Bonus Option;INF204K01E21;;712.5581;;;01-Apr-2026
118668;Nippon India Growth Mid Cap Fund - Direct Plan Growth Plan - Growth Option;INF204K01E54;;4289.0197;;;01-Apr-2026
100375;NIPPON INDIA GROWTH MID CAP FUND - IDCW Option;INF204K01299;INF204K01307;65.6796;;;01-Apr-2026
106260;NIPPON INDIA GROWTH MID CAP FUND - INSTITUTIONAL Plan - IDCW Option;INF204K01257;INF204K01265;1168.7650;;;01-Apr-2026
100376;Nippon India Growth Mid Cap Fund-Growth Plan-Bonus Option;INF204K01315;;648.0932;;;01-Apr-2026
100377;Nippon India Growth Mid Cap Fund-Growth Plan-Growth Option;INF204K01323;;3893.1235;;;01-Apr-2026

PGIM India Mutual Fund
125301;PGIM India Midcap Fund - Direct Plan - Dividend Option - Payout;INF663L01DW1;INF663L01DX9;55.2;;;01-Apr-2026
125307;PGIM India Midcap Fund - Direct Plan - Growth Option;INF663L01DV3;;66.6;;;01-Apr-2026
125306;PGIM India Midcap Fund - Regular Plan - Dividend Option - Payout;INF663L01EA5;INF663L01EB3;20.41;;;01-Apr-2026
125305;PGIM India Midcap Fund - Regular Plan - Growth Option;INF663L01DZ4;;57.02;;;01-Apr-2026

quant Mutual Fund
120841;quant Mid Cap Fund - Growth Option - Direct Plan;INF966L01887;;216.7627;;;01-Apr-2026
101065;quant Mid Cap Fund - Growth Option - Regular Plan;INF966L01176;;191.8262;;;01-Apr-2026
120840;quant Mid Cap Fund - IDCW Option - Direct Plan;INF966L01861;INF966L01879;76.1361;;;01-Apr-2026
101066;quant Mid Cap Fund - IDCW Option - Regular Plan;INF966L01150;INF966L01168;68.1951;;;01-Apr-2026

Sundaram Mutual Fund
119581;Sundaram Mid Cap Fund Direct Plan - Growth;INF903J01MJ3;;1422.8051;;;01-Apr-2026
119582;Sundaram Mid Cap Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);INF903J01MH7;INF903J01MI5;66.8111;;;01-Apr-2026
101539;Sundaram Mid Cap Fund Regular Plan - Growth;INF903J01173;;1295.3951;;;01-Apr-2026
101538;Sundaram Mid Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);INF903J01181;INF903J01199;59.9602;;;01-Apr-2026

Taurus Mutual Fund
118872;Taurus Mid Cap Fund - Direct Plan - Growth;INF044D01CA9;;112.36;;;01-Apr-2026
118873;Taurus Mid Cap Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;INF044D01CB7;INF044D01CC5;99.82;;;01-Apr-2026
100477;Taurus Mid Cap Fund - Regular Plan - Growth;INF044D01815;;106.09;;;01-Apr-2026
111642;Taurus Mid Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;INF044D01781;INF044D01799;94.56;;;01-Apr-2026

Trust Mutual Fund
154210;TRUSTMF MID CAP FUND -DIRECT -GROWTH;INF0GCD01875;;9.92;;;01-Apr-2026
154211;TRUSTMF MID CAP FUND -REGULAR-GROWTH;INF0GCD01883;;9.92;;;01-Apr-2026

WhiteOak Capital Mutual Fund
150584;WhiteOak Capital Mid Cap Fund Direct Plan Growth;INF03VN01597;;19.139;;;01-Apr-2026
150582;WhiteOak Capital Mid Cap Fund Direct Plan IDCW;INF03VN01605;INF03VN01613;19.139;;;01-Apr-2026
150583;WhiteOak Capital Mid Cap Fund Regular Plan Growth;INF03VN01563;;18.101;;;01-Apr-2026
150585;WhiteOak Capital Mid Cap Fund Regular Plan IDCW;INF03VN01571;INF03VN01589;18.101;;;01-Apr-2026

Open Ended Schemes ( Equity Scheme - Small Cap Fund )


Aditya Birla Sun Life Mutual Fund
105804;Aditya Birla Sun Life Small Cap Fund - GROWTH;INF209K01EN2;;78.1433;;;01-Apr-2026
119556;Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan;INF209K01WN4;;89.3731;;;01-Apr-2026
119557;Aditya Birla Sun Life Small Cap Fund -Direct - IDCW;INF209K01WM6;;62.7328;;;01-Apr-2026
105805;Aditya Birla Sun Life Small Cap Fund -Regular - IDCW;INF209K01EO0;INF209K01EP7;32.3403;;;01-Apr-2026

Bajaj Finserv Mutual Fund
153612;BAJAJ FINSERV SMALL CAP FUND - DIRECT - GROWTH;INF0QA701BN2;;8.752;;;01-Apr-2026
153611;BAJAJ FINSERV SMALL CAP FUND - DIRECT - IDCW;INF0QA701BO0;INF0QA701BP7;8.752;;;01-Apr-2026
153609;BAJAJ FINSERV SMALL CAP FUND - REGULAR - GROWTH;INF0QA701BK8;;8.656;;;01-Apr-2026
153610;BAJAJ FINSERV SMALL CAP FUND - REGULAR - IDCW;INF0QA701BL6;INF0QA701BM4;8.656;;;01-Apr-2026

Bank of India Mutual Fund
145678;BANK OF INDIA Small Cap Fund Direct Plan Growth;INF761K01EP7;;47.03;;;01-Apr-2026
145675;BANK OF INDIA Small Cap Fund Direct Plan IDCW;INF761K01EO0;INF761K01ES1;35.22;;;01-Apr-2026
145677;BANK OF INDIA Small Cap Fund Regular Plan Growth;INF761K01ER3;;41.75;;;01-Apr-2026
145676;BANK OF INDIA Small Cap Fund Regular Plan IDCW;INF761K01EQ5;INF761K01ET9;30.44;;;01-Apr-2026

Canara Robeco Mutual Fund
146130;CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION;INF760K01JC6;;38.2600;;;01-Apr-2026
146131;CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment);INF760K01JD4;INF760K01JE2;33.1400;;;01-Apr-2026
146127;CANARA ROBECO SMALL CAP FUND - REGULAR PLAN - GROWTH OPTION;INF760K01JF9;;34.3400;;;01-Apr-2026
146128;CANARA ROBECO SMALL CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment);INF760K01JG7;INF760K01JH5;29.4000;;;01-Apr-2026

Groww Mutual Fund
154104;Groww Small Cap Fund - Direct-IDCW;INF666M01NK6;INF666M01NL4;9.521;;;01-Apr-2026
154063;Groww Small Cap Fund-Direct-Growth;INF666M01NJ8;;9.521;;;01-Apr-2026
154102;Groww Small Cap Fund-Regular-Growth;INF666M01NM2;;9.4915;;;01-Apr-2026
154103;Groww Small Cap Fund-Regular-IDCW;INF666M01NN0;INF666M01NO8;9.4915;;;01-Apr-2026

Helios Mutual Fund
153912;Helios Small Cap Fund - Direct Plan - Growth Option;INF0R8701384;;8.66;;;01-Apr-2026
153910;Helios Small Cap Fund - Direct Plan - IDCW Option;INF0R8701392;INF0R8701400;8.66;;;01-Apr-2026
153909;Helios Small Cap Fund - Regular Plan - Growth Option;INF0R8701350;;8.61;;;01-Apr-2026
153911;Helios Small Cap Fund - Regular Plan - IDCW Option;INF0R8701368;INF0R8701376;8.61;;;01-Apr-2026

HSBC Mutual Fund
151130;HSBC Small Cap Fund - Direct Growth;INF917K01QA1;;78.2218;;;01-Apr-2026
151132;HSBC Small Cap Fund - Direct IDCW;INF917K01PZ0;INF917K01XP5;40.4773;;;01-Apr-2026
151133;HSBC Small Cap Fund - Regular Growth;INF917K01QC7;;69.8987;;;01-Apr-2026
151131;HSBC Small Cap Fund - Regular IDCW;INF917K01QB9;INF917K01XQ3;34.758;;;01-Apr-2026

JM Financial Mutual Fund
152614;JM Small Cap Fund (Direct) - Growth Option;INF192K01NH3;;8.7277;;;01-Apr-2026
152615;JM Small Cap Fund (Direct) - IDCW Option;INF192K01NI1;INF192K01NJ9;8.7279;;;01-Apr-2026
152612;JM Small Cap Fund (Regular) - Growth Option;INF192K01NE0;;8.4682;;;01-Apr-2026
152613;JM Small Cap Fund (Regular) - IDCW Option;INF192K01NF7;INF192K01NG5;8.4682;;;01-Apr-2026

Kotak Mahindra Mutual Fund
102875;Kotak-Small Cap Fund - Growth;INF174K01211;;223.223;;;01-Apr-2026
120164;Kotak-Small Cap Fund - Growth - Direct;INF174K01KT2;;263.985;;;01-Apr-2026
102874;Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option;INF174K01237;INF174K01229;97.385;;;01-Apr-2026
120163;Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct;INF174K01KU0;INF174K01KV8;115.95;;;01-Apr-2026

Mahindra Manulife Mutual Fund
150915;Mahindra Manulife Small Cap Fund - Direct Plan - Growth;INF174V01BK7;;18.5684;;;01-Apr-2026
150913;Mahindra Manulife Small Cap Fund - Direct Plan - IDCW;INF174V01BL5;INF174V01BM3;17.8369;;;01-Apr-2026
150912;Mahindra Manulife Small Cap Fund - Regular Plan - Growth;INF174V01BH3;;17.6228;;;01-Apr-2026
150914;Mahindra Manulife Small Cap Fund - Regular Plan - IDCW;INF174V01BI1;INF174V01BJ9;16.8919;;;01-Apr-2026

Nippon India Mutual Fund
118775;NIPPON INDIA SMALL CAP FUND - Direct Plan - IDCW Option;INF204K01J91;INF204K01K07;90.3786;;;01-Apr-2026
118777;Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option;INF204K01J83;;169.9382;;;01-Apr-2026
118778;Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option;INF204K01K15;;169.9382;;;01-Apr-2026
113178;Nippon India Small Cap Fund - Growth Plan - Bonus Option;INF204K01HZ0;;150.8528;;;01-Apr-2026
113177;Nippon India Small Cap Fund - Growth Plan - Growth Option;INF204K01HY3;;150.8528;;;01-Apr-2026
113179;NIPPON INDIA SMALL CAP FUND - IDCW Option;INF204K01IA1;INF204K01IB9;49.2677;;;01-Apr-2026

PGIM India Mutual Fund
149031;PGIM India Small Cap Fund - Direct Plan - IDCW Option;INF663L01W14;INF663L01W22;12.31;;;01-Apr-2026
149019;PGIM India Small Cap Fund - Direct Plan- Growth Option;INF663L01W06;;15.64;;;01-Apr-2026
149020;PGIM India Small Cap Fund - Regular Plan - Growth Option;INF663L01W30;;14.46;;;01-Apr-2026
149032;PGIM India Small Cap Fund - Regular Plan - IDCW Option;INF663L01W48;INF663L01W55;11.77;;;01-Apr-2026

quant Mutual Fund
100177;quant Small Cap Fund - Growth - Regular Plan;INF966L01AA0;;226.8123;;;01-Apr-2026
120828;quant Small Cap Fund - Growth Option - Direct Plan;INF966L01689;;247.8991;;;01-Apr-2026
120827;quant Small Cap Fund - IDCW Option - Direct Plan;INF966L01663;INF966L01671;193.7809;;;01-Apr-2026
100176;quant Small Cap Fund - IDCW Option - Regular Plan;INF206A01022;INF966L01044;180.3741;;;01-Apr-2026

Quantum Mutual Fund
152107;QUANTUM SMALL CAP FUND - DIRECT PLAN GROWTH OPTION;INF082J01432;;11.70;;;01-Apr-2026
152108;QUANTUM SMALL CAP FUND - REGULAR PLAN GROWTH OPTION;INF082J01440;;11.28;;;01-Apr-2026

Sundaram Mutual Fund
119589;Sundaram Small Cap Fund Direct Plan - Growth;INF903J01NK9;;261.6025;;;01-Apr-2026
119588;Sundaram Small Cap Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);INF903J01NI3;INF903J01NJ1;34.3774;;;01-Apr-2026
100795;Sundaram Small Cap Fund Regular Plan - Growth;INF903J01470;;234.5056;;;01-Apr-2026
100794;Sundaram Small Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);INF903J01454;INF903J01462;29.9790;;;01-Apr-2026

Trust Mutual Fund
152939;TRUSTMF SMALL CAP FUND -DIRECT PLAN-GROWTH;INF0GCD01800;;10.10;;;01-Apr-2026
152937;TRUSTMF SMALL CAP FUND -DIRECT PLAN-IDCW;INF0GCD01826;INF0GCD01818;10.11;;;01-Apr-2026
152938;TRUSTMF SMALL CAP FUND -REGULAR PLAN- IDCW;INF0GCD01792;INF0GCD01784;9.87;;;01-Apr-2026
152940;TRUSTMF SMALL CAP FUND -REGULAR PLAN-GROWTH;INF0GCD01776;;9.87;;;01-Apr-2026

Open Ended Schemes ( Equity Scheme - Dividend Yield Fund )


Kotak Mahindra Mutual Fund
154097;Kotak Dividend Yield Fund - Direct - Growth;INF174KA1YI5;;8.998;;;01-Apr-2026
154100;Kotak Dividend Yield Fund - Direct - IDCW;INF174KA1YJ3;INF174KA1YK1;8.998;;;01-Apr-2026
154099;Kotak Dividend Yield Fund - Regular -Growth;INF174KA1YL9;;8.973;;;01-Apr-2026
154098;Kotak Dividend Yield Fund - Regular IDCW;INF174KA1YM7;INF174KA1YN5;8.973;;;01-Apr-2026

Sundaram Mutual Fund
149700;Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund) - Direct Plan - Growth Option;INF173K01EV3;;138.9655;;;01-Apr-2026
149699;Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option;INF173K01ES9;INF173K01ET7;58.0037;;;01-Apr-2026
149698;Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Income Distribution CUM Capital Withdrawal Plan;INF173K01AD9;INF173K01AE7;34.3288;;;01-Apr-2026
149697;Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)-Growth Plan;INF173K01AC1;;126.2519;;;01-Apr-2026

Open Ended Schemes ( Equity Scheme - Value Fund )


Aditya Birla Sun Life Mutual Fund
119658;Aditya Birla Sun Life Value Fund - Direct - IDCW;INF209K01WP9;INF209K01WR5;70.3207;;;01-Apr-2026
119659;Aditya Birla Sun Life Value Fund - Growth - Direct Plan;INF209K01WQ7;;131.7668;;;01-Apr-2026
108167;Aditya Birla Sun Life Value Fund - Growth Option;INF209K01LF3;;116.3411;;;01-Apr-2026
108166;Aditya Birla Sun Life Value Fund - Regular - IDCW;INF209K01LE6;INF209K01LG1;38.3002;;;01-Apr-2026

Canara Robeco Mutual Fund
149085;Canara Robeco Value Fund - Direct Plan - Growth Option;INF760K01JW4;;17.6200;;;01-Apr-2026
149086;Canara Robeco Value Fund - Direct Plan - IDCW (Payout/Reinvestment);INF760K01JY0;INF760K01JX2;16.5600;;;01-Apr-2026
149088;Canara Robeco Value Fund - Regular Plan - Growth Option;INF760K01JZ7;;16.4000;;;01-Apr-2026
149087;Canara Robeco Value Fund - Regular Plan - IDCW (Payout/Reinvestment);INF760K01KB6;INF760K01KA8;15.4200;;;01-Apr-2026

Groww Mutual Fund
135341;Groww Value Fund (formerly known as Indiabulls Value Fund) - Direct Plan - Growth Option;INF666M01BE4;;29.2369;;;01-Apr-2026
135343;Groww Value Fund (formerly known as Indiabulls Value Fund) - Regular Plan - Growth Option;INF666M01BH7;;24.2854;;;01-Apr-2026
135342;Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment);INF666M01BF1;INF666M01BG9;29.1286;;;01-Apr-2026
140819;Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment);INF666M01DC4;INF666M01DD2;23.4094;;;01-Apr-2026
140815;Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment);INF666M01CY0;INF666M01CZ7;21.4421;;;01-Apr-2026
140817;Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment);INF666M01DA8;INF666M01DB6;23.3909;;;01-Apr-2026
135344;Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan - Income Distribution cum capital withdrawal Option (Payout & Reinvestment);INF666M01BI5;INF666M01BJ3;24.2774;;;01-Apr-2026
140820;Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment);INF666M01DI1;INF666M01DJ9;19.8927;;;01-Apr-2026
140816;Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment.;INF666M01DE0;INF666M01DF7;18.8465;;;01-Apr-2026
140818;Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment);INF666M01DG5;INF666M01DH3;18.3667;;;01-Apr-2026

HSBC Mutual Fund
151113;HSBC Value Fund - Direct Growth;INF917K01HD4;;117.081;;;01-Apr-2026
151112;HSBC Value Fund - Direct IDCW;INF917K01HC6;INF917K01HB8;57.9399;;;01-Apr-2026
151110;HSBC Value Fund - Regular Growth;INF677K01023;;104.1803;;;01-Apr-2026
151111;HSBC Value Fund - Regular IDCW;INF677K01213;INF677K01015;45.1489;;;01-Apr-2026

JM Financial Mutual Fund
120486;JM Value Fund (Direct) - Growth Option;INF192K01BT3;;93.3363;;;01-Apr-2026
120485;JM Value Fund (Direct) - IDCW;INF192K01BR7;INF192K01BS5;63.5937;;;01-Apr-2026
100254;JM Value Fund (Regular) - Growth Option;INF137A01037;;82.4088;;;01-Apr-2026
106168;JM Value Fund (Regular) - IDCW;INF137A01011;INF137A01029;57.5451;;;01-Apr-2026

Mahindra Manulife Mutual Fund
153303;Mahindra Manulife Value Fund - Direct Plan - Growth;INF174V01CI9;;11.2941;;;01-Apr-2026
153305;Mahindra Manulife Value Fund - Direct Plan - IDCW;INF174V01CJ7;INF174V01CK5;11.2941;;;01-Apr-2026
153304;Mahindra Manulife Value Fund - Regular Plan - Growth;INF174V01CF5;;11.0774;;;01-Apr-2026
153302;Mahindra Manulife Value Fund - Regular Plan - IDCW;INF174V01CH1;INF174V01CG3;11.0774;;;01-Apr-2026

Nippon India Mutual Fund
118782;NIPPON INDIA VALUE FUND - DIRECT Plan - IDCW Option;INF204K01K23;INF204K01K31;59.5250;;;01-Apr-2026
118784;Nippon India Value Fund - Direct Plan Growth Plan;INF204K01K49;;225.4015;;;01-Apr-2026
103086;NIPPON INDIA VALUE FUND - IDCW Option;INF204K01GC1;INF204K01GD9;24.3795;;;01-Apr-2026
103085;Nippon India Value Fund- Growth Plan;INF204K01GB3;;204.8036;;;01-Apr-2026

quant Mutual Fund
149335;Quant Value Fund - Growth Option  - Direct Plan;INF966L01AN3;;19.6027;;;01-Apr-2026
149337;Quant Value Fund - Growth Option - Regular Plan;INF966L01AQ6;;18.2556;;;01-Apr-2026
149338;Quant Value Fund - IDCW Option - Direct Plan;INF966L01AO1;INF966L01AP8;18.625;;;01-Apr-2026
149336;Quant Value Fund - IDCW Option- Regular Plan;INF966L01AR4;INF966L01AS2;18.3557;;;01-Apr-2026

Quantum Mutual Fund
103490;Quantum Value Fund - Direct Plan Growth Option;INF082J01036;;116.21;;;01-Apr-2026
103491;Quantum Value Fund - Direct Plan IDCW;INF082J01044;INF082J01051;116.45;;;01-Apr-2026
141068;Quantum Value Fund - Regular Plan Growth Option;INF082J01242;;110.50;;;01-Apr-2026
141069;Quantum Value Fund - Regular Plan IDCW;INF082J01259;INF082J01267;110.38;;;01-Apr-2026

Sundaram Mutual Fund
119549;Sundaram Value Fund Direct Plan - Growth;INF903J01NN3;;210.8016;;;01-Apr-2026
119548;Sundaram Value Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);INF903J01NL7;INF903J01NM5;17.2470;;;01-Apr-2026
101853;Sundaram Value Fund Regular Plan - Growth;INF903J01538;;198.2418;;;01-Apr-2026
100614;Sundaram Value Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);INF903J01512;INF903J01520;14.1348;;;01-Apr-2026

Open Ended Schemes ( Equity Scheme - Contra Fund )


Kotak Mahindra Mutual Fund
119769;Kotak Contra Fund - Direct Plan - Growth;INF174K01KZ9;;164.687;;;01-Apr-2026
119768;Kotak Contra Fund - Direct Plan - IDCW -Payout & Re-investment of Income Distribution cum capital withdrawal option- Direct;INF174K01LA0;INF174K01LB8;58.604;;;01-Apr-2026
103040;Kotak Contra Fund - Regular Plan - Growth;INF174K01245;;138.403;;;01-Apr-2026
103039;Kotak Contra Fund - Regular Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option;INF174K01260;INF174K01252;47.707;;;01-Apr-2026

Open Ended Schemes ( Equity Scheme - Focused Fund )


360 ONE Mutual Fund
131581;360 ONE Focused Fund - Direct Plan - Dividend;INF579M01910;INF579M01928;47.6639;;;01-Apr-2026
131579;360 ONE Focused Fund - Regular Plan - Dividend;INF579M01886;INF579M01894;37.3224;;;01-Apr-2026
131578;360 ONE Focused Fund -Regular Plan - Growth;INF579M01878;;42.1818;;;01-Apr-2026
